,paul15_clusters,n_counts_all,louvain,louvain_anno,cell_type,dpt_pseudotime
2409,2Ery,2846.0,5,5,Ery0,0.80299324
2410,13Baso,1415.0,1,1,Monocyte Progenitor,0.25096238
2411,13Baso,3429.0,4,4,HPC,0.24730378
2412,8Mk,1397.0,8,8,Ery4,0.19295126
2413,8Mk,713.0,20,20/Mk,Mep,0.22992487
2414,15Mo,2658.0,2,2,Neutrophils,0.23843558
2415,14Mo,1669.0,1,1,Monocyte Progenitor,0.19074668
2416,14Mo,807.0,2,2,Neutrophils,0.33361506
2417,19Lymph,326.0,21,21,DC,inf
2418,6Ery,689.0,12,12,Ery4,0.27862546
2419,5Ery,1997.0,18,18,Ery2,0.5015312
2420,15Mo,1657.0,2,2,Neutrophils,0.24849103
2421,7MEP,732.0,8,8,Ery4,0.26115814
2422,15Mo,1042.0,2,2,Neutrophils,0.3521844
2423,15Mo,3661.0,14,14,Neutrophils,0.32006195
2424,6Ery,1543.0,18,18,Ery2,0.5712332
2425,12Baso,668.0,0,0,HPC,0.23309365
2426,2Ery,2451.0,10,10/Ery,Ery0,0.71873266
2427,13Baso,2852.0,9,9,Monocyte Progenitor,0.22420776
2428,3Ery,305.0,7,7,Ery4,0.5072271
2429,4Ery,4976.0,15,15,Ery1,0.638325
2430,14Mo,1125.0,2,2,Neutrophils,0.2311576
2431,10GMP,1070.0,0,0,HPC,0.09425654
2432,16Neu,1408.0,14,14,Neutrophils,0.34038284
2433,15Mo,2024.0,19,19/Neu,Neutrophils,0.38485083
2434,6Ery,532.0,8,8,Ery4,0.23774804
2435,13Baso,2531.0,9,9,Monocyte Progenitor,0.27616876
2436,19Lymph,671.0,21,21,DC,inf
2437,15Mo,2186.0,19,19/Neu,Neutrophils,0.4259816
2438,6Ery,734.0,12,12,Ery4,0.23761652
2439,2Ery,3302.0,10,10/Ery,Ery0,0.79562294
2440,15Mo,2973.0,2,2,Neutrophils,0.33106634
2441,3Ery,3030.0,3,3,Ery0,0.73079944
2442,13Baso,766.0,0,0,HPC,0.08295792
2443,6Ery,917.0,7,7,Ery4,0.33982337
2444,13Baso,1563.0,11,11,Monocyte Progenitor,0.26863486
2445,9GMP,809.0,16,16/Stem,Early Progenitor,0.017332692
2446,10GMP,555.0,0,0,HPC,0.13465501
2447,10GMP,1180.0,0,0,HPC,0.12628715
2448,14Mo,2394.0,11,11,Monocyte Progenitor,0.25258714
2449,2Ery,3257.0,10,10/Ery,Ery0,0.7962047
2450,6Ery,972.0,12,12,Ery4,0.26522675
2451,10GMP,1592.0,0,0,HPC,0.12618996
2452,7MEP,456.0,8,8,Ery4,0.24693306
2453,6Ery,540.0,12,12,Ery4,0.24664627
2454,14Mo,1244.0,4,4,HPC,0.25113845
2455,2Ery,4038.0,10,10/Ery,Ery0,0.7567483
2456,2Ery,3761.0,3,3,Ery0,0.74997145
2457,7MEP,379.0,8,8,Ery4,0.22316296
2458,5Ery,2689.0,6,6,Ery1,0.6100883
2459,13Baso,3762.0,11,11,Monocyte Progenitor,0.20077302
2460,13Baso,1678.0,9,9,Monocyte Progenitor,0.26562992
2461,14Mo,1131.0,1,1,Monocyte Progenitor,0.29169226
2462,3Ery,3090.0,17,17,Ery0,0.8323615
2463,13Baso,1727.0,9,9,Monocyte Progenitor,0.31209034
2464,4Ery,3994.0,3,3,Ery0,0.68493605
2465,3Ery,3746.0,3,3,Ery0,0.66848624
2466,2Ery,2845.0,17,17,Ery0,0.83935267
2467,15Mo,892.0,2,2,Neutrophils,0.27755862
2468,7MEP,453.0,8,8,Ery4,0.2613928
2469,1Ery,2261.0,10,10/Ery,Ery0,0.96198636
2470,15Mo,1412.0,14,14,Neutrophils,0.3194405
2471,2Ery,3635.0,17,17,Ery0,0.8251978
2472,13Baso,992.0,4,4,HPC,0.18047023
2473,8Mk,763.0,20,20/Mk,Mep,0.19595367
2474,9GMP,1554.0,0,0,HPC,0.099400334
2475,19Lymph,335.0,21,21,DC,inf
2476,11DC,719.0,23,23,Lymph,inf
2477,8Mk,709.0,20,20/Mk,Mep,0.19299047
2478,17Neu,873.0,22,22/Baso,Basophil,0.31138662
2479,13Baso,1523.0,0,0,HPC,0.18843973
2480,13Baso,2176.0,0,0,HPC,0.22334361
2481,13Baso,1348.0,4,4,HPC,0.1679373
2482,3Ery,4110.0,3,3,Ery0,0.814452
2483,12Baso,634.0,12,12,Ery4,0.23739105
2484,16Neu,1311.0,19,19/Neu,Neutrophils,0.41590118
2485,10GMP,1112.0,0,0,HPC,0.06916889
2486,15Mo,1702.0,2,2,Neutrophils,0.32080165
2487,7MEP,416.0,12,12,Ery4,0.2596634
2488,13Baso,1984.0,0,0,HPC,0.24209426
2489,13Baso,1257.0,9,9,Monocyte Progenitor,0.31094033
2490,14Mo,2249.0,2,2,Neutrophils,0.29417092
2491,16Neu,1549.0,19,19/Neu,Neutrophils,0.39221492
2492,3Ery,5708.0,15,15,Ery1,0.6958293
2493,7MEP,369.0,8,8,Ery4,0.21681045
2494,13Baso,1831.0,9,9,Monocyte Progenitor,0.2986765
2495,13Baso,1493.0,11,11,Monocyte Progenitor,0.24166085
2496,3Ery,3851.0,3,3,Ery0,0.6586287
2497,1Ery,5707.0,10,10/Ery,Ery0,0.8534973
2498,14Mo,2600.0,4,4,HPC,0.1823141
2499,15Mo,1948.0,14,14,Neutrophils,0.27768177
2500,10GMP,1136.0,0,0,HPC,0.14101565
2501,15Mo,1350.0,2,2,Neutrophils,0.28164366
2502,4Ery,3013.0,15,15,Ery1,0.65236884
2503,9GMP,747.0,16,16/Stem,Early Progenitor,0.040093333
2504,14Mo,3408.0,2,2,Neutrophils,0.3196967
2505,9GMP,2341.0,0,0,HPC,0.12714213
2506,13Baso,1245.0,0,0,HPC,0.1136717
2507,10GMP,621.0,0,0,HPC,0.0670484
2508,9GMP,468.0,0,0,HPC,0.05981449
2509,5Ery,1449.0,13,13,Ery3,0.5169507
2510,2Ery,2933.0,3,3,Ery0,0.7035107
2511,7MEP,549.0,8,8,Ery4,0.22075585
2512,13Baso,1630.0,9,9,Monocyte Progenitor,0.27246356
2513,6Ery,1079.0,7,7,Ery4,0.41475838
2514,7MEP,583.0,8,8,Ery4,0.23305078
2515,10GMP,781.0,0,0,HPC,0.08535841
2516,7MEP,594.0,8,8,Ery4,0.2551953
2517,10GMP,2082.0,0,0,HPC,0.10074234
2518,3Ery,3515.0,15,15,Ery1,0.67886364
2519,5Ery,3419.0,15,15,Ery1,0.6613649
2520,10GMP,462.0,0,0,HPC,0.043589093
2521,6Ery,595.0,7,7,Ery4,0.37785405
2522,19Lymph,316.0,21,21,DC,inf
2523,8Mk,1107.0,20,20/Mk,Mep,0.21839403
2524,4Ery,3011.0,6,6,Ery1,0.6807937
2525,14Mo,2401.0,1,1,Monocyte Progenitor,0.21417361
2526,16Neu,2012.0,19,19/Neu,Neutrophils,0.3542908
2527,14Mo,2576.0,4,4,HPC,0.16273583
2528,10GMP,1426.0,0,0,HPC,0.14648758
2529,10GMP,706.0,0,0,HPC,0.051963106
2530,13Baso,2498.0,11,11,Monocyte Progenitor,0.25056633
2531,7MEP,549.0,8,8,Ery4,0.24034916
2532,15Mo,1762.0,2,2,Neutrophils,0.41175693
2533,10GMP,1148.0,0,0,HPC,0.08210945
2534,15Mo,1764.0,2,2,Neutrophils,0.28047782
2535,15Mo,3274.0,2,2,Neutrophils,0.2970358
2536,14Mo,2269.0,2,2,Neutrophils,0.29607075
2537,5Ery,2331.0,18,18,Ery2,0.55250925
2538,13Baso,2379.0,9,9,Monocyte Progenitor,0.27555287
2539,9GMP,596.0,16,16/Stem,Early Progenitor,0.021822063
2540,7MEP,457.0,8,8,Ery4,0.25613594
2541,14Mo,2158.0,2,2,Neutrophils,0.32499614
2542,6Ery,1778.0,7,7,Ery4,0.49270356
2543,2Ery,3039.0,10,10/Ery,Ery0,0.7663902
2544,8Mk,505.0,20,20/Mk,Mep,0.20319119
2545,7MEP,364.0,12,12,Ery4,0.25174254
2546,5Ery,1907.0,18,18,Ery2,0.60193896
2547,7MEP,795.0,8,8,Ery4,0.14351267
2548,13Baso,2494.0,11,11,Monocyte Progenitor,0.22781505
2549,7MEP,376.0,12,12,Ery4,0.25272417
2550,5Ery,3109.0,18,18,Ery2,0.60898525
2551,8Mk,1617.0,20,20/Mk,Mep,0.19374147
2552,2Ery,2700.0,10,10/Ery,Ery0,0.7312301
2553,2Ery,3695.0,17,17,Ery0,0.8058135
2554,4Ery,3462.0,15,15,Ery1,0.6138784
2555,14Mo,1595.0,1,1,Monocyte Progenitor,0.29498887
2556,15Mo,1969.0,19,19/Neu,Neutrophils,0.42238548
2557,13Baso,1798.0,0,0,HPC,0.2128321
2558,3Ery,4617.0,17,17,Ery0,0.83718413
2559,2Ery,3580.0,3,3,Ery0,0.62331057
2560,5Ery,971.0,7,7,Ery4,0.3934625
2561,13Baso,1340.0,0,0,HPC,0.16558744
2562,3Ery,3579.0,15,15,Ery1,0.7125434
2563,6Ery,434.0,8,8,Ery4,0.21654166
2564,8Mk,667.0,20,20/Mk,Mep,0.2016564
2565,6Ery,901.0,12,12,Ery4,0.29531816
2566,15Mo,1824.0,19,19/Neu,Neutrophils,0.38298354
2567,2Ery,3098.0,3,3,Ery0,0.692702
2568,5Ery,2066.0,13,13,Ery3,0.65917957
2569,6Ery,867.0,7,7,Ery4,0.37764785
2570,9GMP,706.0,16,16/Stem,Early Progenitor,0.06932685
2571,8Mk,733.0,20,20/Mk,Mep,0.18981226
2572,15Mo,3313.0,14,14,Neutrophils,0.41259828
2573,13Baso,2345.0,11,11,Monocyte Progenitor,0.21103416
2574,10GMP,681.0,0,0,HPC,0.057403505
2575,15Mo,1391.0,14,14,Neutrophils,0.29924226
2576,15Mo,1855.0,14,14,Neutrophils,0.38110477
2577,2Ery,3932.0,10,10/Ery,Ery0,0.8220641
2578,13Baso,1999.0,1,1,Monocyte Progenitor,0.21553408
2579,14Mo,1012.0,1,1,Monocyte Progenitor,0.21740696
2580,9GMP,787.0,16,16/Stem,Early Progenitor,0.11851551
2581,2Ery,3198.0,10,10/Ery,Ery0,0.7033522
2582,3Ery,4077.0,3,3,Ery0,0.7573742
2583,17Neu,818.0,16,16/Stem,Early Progenitor,0.080276236
2584,16Neu,1340.0,14,14,Neutrophils,0.3368411
2585,13Baso,2057.0,9,9,Monocyte Progenitor,0.25736132
2586,6Ery,974.0,7,7,Ery4,0.41132987
2587,13Baso,2258.0,1,1,Monocyte Progenitor,0.21915306
2588,10GMP,557.0,0,0,HPC,0.114619315
2589,13Baso,1511.0,9,9,Monocyte Progenitor,0.28110632
2590,13Baso,1531.0,24,24/Mo,Monocyte Progenitor,0.33028975
2591,2Ery,3121.0,6,6,Ery1,0.60016006
2592,6Ery,333.0,8,8,Ery4,0.22799002
2593,15Mo,4480.0,14,14,Neutrophils,0.40219203
2594,14Mo,1898.0,2,2,Neutrophils,0.31705254
2595,14Mo,2558.0,1,1,Monocyte Progenitor,0.20750123
2596,13Baso,1661.0,11,11,Monocyte Progenitor,0.26180255
2597,14Mo,1517.0,1,1,Monocyte Progenitor,0.15213706
2598,6Ery,1513.0,7,7,Ery4,0.44338986
2599,13Baso,2065.0,11,11,Monocyte Progenitor,0.2384419
2600,17Neu,434.0,16,16/Stem,Early Progenitor,0.021984113
2601,2Ery,3159.0,6,6,Ery1,0.62612724
2602,6Ery,563.0,7,7,Ery4,0.34016097
2603,7MEP,387.0,12,12,Ery4,0.2555691
2604,10GMP,1409.0,0,0,HPC,0.10591863
2605,10GMP,979.0,0,0,HPC,0.13535182
2606,6Ery,1208.0,13,13,Ery3,0.44738388
2607,15Mo,1929.0,2,2,Neutrophils,0.341184
2608,15Mo,1408.0,2,2,Neutrophils,0.28505662
2609,6Ery,416.0,12,12,Ery4,0.2635045
2610,4Ery,4357.0,15,15,Ery1,0.5816431
2611,8Mk,813.0,20,20/Mk,Mep,0.30013043
2612,6Ery,497.0,12,12,Ery4,0.27039048
2613,13Baso,1372.0,4,4,HPC,0.25616553
2614,13Baso,1420.0,0,0,HPC,0.17462838
2615,5Ery,2226.0,18,18,Ery2,0.5740666
2616,10GMP,725.0,0,0,HPC,0.062842526
2617,10GMP,1129.0,16,16/Stem,Early Progenitor,0.15038696
2618,10GMP,1518.0,0,0,HPC,0.11585498
2619,2Ery,3234.0,5,5,Ery0,0.7556646
2620,11DC,679.0,23,23,Lymph,inf
2621,16Neu,1724.0,19,19/Neu,Neutrophils,0.40531892
2622,14Mo,2174.0,2,2,Neutrophils,0.22567181
2623,5Ery,1734.0,7,7,Ery4,0.50571615
2624,10GMP,1512.0,0,0,HPC,0.15920502
2625,6Ery,1872.0,7,7,Ery4,0.4885099
2626,2Ery,4039.0,3,3,Ery0,0.7650899
2627,10GMP,2071.0,0,0,HPC,0.18793032
2628,15Mo,2041.0,19,19/Neu,Neutrophils,0.35720688
2629,16Neu,1070.0,14,14,Neutrophils,0.30951577
2630,6Ery,777.0,12,12,Ery4,0.2451801
2631,19Lymph,713.0,21,21,DC,inf
2632,10GMP,1644.0,0,0,HPC,0.10105296
2633,15Mo,4135.0,2,2,Neutrophils,0.2788961
2634,13Baso,2918.0,9,9,Monocyte Progenitor,0.2804937
2635,5Ery,1714.0,7,7,Ery4,0.42616582
2636,7MEP,527.0,8,8,Ery4,0.23381057
2637,4Ery,5143.0,15,15,Ery1,0.6442616
2638,7MEP,718.0,8,8,Ery4,0.12548131
2639,3Ery,3569.0,18,18,Ery2,0.5072561
2640,19Lymph,1271.0,21,21,DC,inf
2641,13Baso,1796.0,1,1,Monocyte Progenitor,0.28430408
2642,13Baso,1073.0,24,24/Mo,Monocyte Progenitor,0.3738228
2643,13Baso,2731.0,0,0,HPC,0.1725013
2644,3Ery,3709.0,3,3,Ery0,0.70477206
2645,1Ery,3426.0,10,10/Ery,Ery0,0.90849257
2646,15Mo,1958.0,1,1,Monocyte Progenitor,0.3075349
2647,8Mk,492.0,8,8,Ery4,0.21727128
2648,7MEP,452.0,8,8,Ery4,0.2719286
2649,7MEP,361.0,8,8,Ery4,0.23960157
2650,13Baso,572.0,0,0,HPC,0.12591857
2651,13Baso,1441.0,0,0,HPC,0.12866229
2652,5Ery,1468.0,18,18,Ery2,0.5543185
2653,6Ery,437.0,12,12,Ery4,0.27149597
2654,15Mo,2539.0,14,14,Neutrophils,0.35394242
2655,13Baso,2211.0,24,24/Mo,Monocyte Progenitor,0.2876053
2656,14Mo,2175.0,1,1,Monocyte Progenitor,0.29225633
2657,10GMP,492.0,12,12,Ery4,0.17983276
2658,13Baso,842.0,0,0,HPC,0.22060876
2659,7MEP,349.0,12,12,Ery4,0.2687195
2660,15Mo,1357.0,2,2,Neutrophils,0.34319502
2661,8Mk,1279.0,20,20/Mk,Mep,0.18458854
2662,9GMP,1361.0,0,0,HPC,0.14396635
2663,4Ery,1527.0,7,7,Ery4,0.5690923
2664,17Neu,388.0,16,16/Stem,Early Progenitor,0.02488547
2665,2Ery,2828.0,5,5,Ery0,0.7176983
2666,14Mo,1900.0,11,11,Monocyte Progenitor,0.21215254
2667,15Mo,2772.0,14,14,Neutrophils,0.35259417
2668,14Mo,2203.0,4,4,HPC,0.30789483
2669,6Ery,2655.0,18,18,Ery2,0.61165226
2670,6Ery,433.0,7,7,Ery4,0.31782824
2671,10GMP,980.0,0,0,HPC,0.16007897
2672,6Ery,440.0,12,12,Ery4,0.27864695
2673,13Baso,1727.0,4,4,HPC,0.16927028
2674,6Ery,407.0,12,12,Ery4,0.27656016
2675,12Baso,832.0,4,4,HPC,0.18598543
2676,3Ery,8802.0,3,3,Ery0,0.8033834
2677,13Baso,1246.0,1,1,Monocyte Progenitor,0.28811565
2678,13Baso,1407.0,9,9,Monocyte Progenitor,0.29157567
2679,16Neu,1917.0,19,19/Neu,Neutrophils,0.41029057
2680,10GMP,1636.0,0,0,HPC,0.14418381
2681,16Neu,1147.0,14,14,Neutrophils,0.36449417
2682,13Baso,1033.0,9,9,Monocyte Progenitor,0.27549466
2683,5Ery,2440.0,13,13,Ery3,0.50817317
2684,2Ery,4623.0,17,17,Ery0,0.7878833
2685,9GMP,352.0,4,4,HPC,0.16264534
2686,16Neu,2238.0,19,19/Neu,Neutrophils,0.4551902
2687,8Mk,580.0,8,8,Ery4,0.1974726
2688,11DC,388.0,23,23,Lymph,inf
2689,13Baso,1503.0,0,0,HPC,0.20323637
2690,10GMP,902.0,0,0,HPC,0.1919006
2691,5Ery,2710.0,18,18,Ery2,0.615109
2692,15Mo,1423.0,2,2,Neutrophils,0.24340443
2693,13Baso,2644.0,9,9,Monocyte Progenitor,0.29841545
2694,9GMP,827.0,0,0,HPC,0.10851985
2695,14Mo,1738.0,4,4,HPC,0.30307677
2696,13Baso,1523.0,4,4,HPC,0.17437956
2697,14Mo,1845.0,1,1,Monocyte Progenitor,0.20116259
2698,15Mo,1290.0,2,2,Neutrophils,0.23287462
2699,15Mo,1887.0,2,2,Neutrophils,0.31455162
2700,10GMP,1008.0,0,0,HPC,0.0614605
2701,15Mo,1604.0,19,19/Neu,Neutrophils,0.42639902
2702,16Neu,2011.0,14,14,Neutrophils,0.3548367
2703,6Ery,1057.0,13,13,Ery3,0.45607632
2704,2Ery,3895.0,3,3,Ery0,0.65120876
2705,13Baso,3749.0,1,1,Monocyte Progenitor,0.19789192
2706,5Ery,882.0,12,12,Ery4,0.27463242
2707,7MEP,500.0,8,8,Ery4,0.22301334
2708,19Lymph,425.0,21,21,DC,inf
2709,6Ery,656.0,13,13,Ery3,0.46053115
2710,13Baso,2006.0,9,9,Monocyte Progenitor,0.27810687
2711,2Ery,3544.0,5,5,Ery0,0.7151604
2712,11DC,994.0,23,23,Lymph,inf
2713,7MEP,421.0,8,8,Ery4,0.23415214
2714,13Baso,773.0,4,4,HPC,0.2517751
2715,2Ery,3173.0,6,6,Ery1,0.6796993
2716,14Mo,2672.0,1,1,Monocyte Progenitor,0.2613229
2717,13Baso,1375.0,9,9,Monocyte Progenitor,0.27117473
2718,8Mk,1706.0,20,20/Mk,Mep,0.20349626
2719,13Baso,2544.0,0,0,HPC,0.27662063
2720,7MEP,1228.0,16,16/Stem,Early Progenitor,0.16077824
2721,10GMP,1265.0,0,0,HPC,0.10594031
2722,10GMP,954.0,0,0,HPC,0.06277269
2723,14Mo,2557.0,2,2,Neutrophils,0.21411815
2724,16Neu,1520.0,19,19/Neu,Neutrophils,0.36409757
2725,2Ery,4873.0,6,6,Ery1,0.64913964
2726,13Baso,3553.0,24,24/Mo,Monocyte Progenitor,0.29852143
2727,7MEP,443.0,8,8,Ery4,0.19611669
2728,15Mo,3252.0,2,2,Neutrophils,0.26416397
2729,3Ery,6401.0,3,3,Ery0,0.76203924
